Weekend,Month,Top Referee,Outcome,Home Avg Goal,Home Avg Opp Goal,Home Diff Goal,Home Rank,Last Season Home,Home Values,Home Win Percent,Home Lose Percent,Avg Goal (diff),Avg Opp Goal (diff),Diff Goal (diff),Rank (diff),Last Season (diff),Values (diff),Win Percent (diff),Lose Percent (diff),Top Win Home,Top Draw Home,Top Lose Home,Top Win Away,Top Draw Away,Top Lose Away
1,12,0,1,0.7142857142857143,0.4285714285714285,2,14,13,72.05000000000001,0.2857142857142857,0.14285714285714285,-0.8571428571428571,-0.7142857142857143,-1,12,10,-386.7,-0.14285714285714285,-0.14285714285714285,0,0,0,1,0,0
1,12,1,0,1.8571428571428568,0.7142857142857143,8,8,14,112.0,0.5714285714285714,0.14285714285714285,0.28571428571428537,-0.9999999999999999,9,5,12,-360.75,0.2857142857142857,-0.42857142857142855,0,0,0,1,0,0
1,12,1,-1,1.4285714285714286,1.2857142857142858,1,13,8,65.55,0.2857142857142857,0.42857142857142855,0.8571428571428572,-1.7142857142857142,18,-3,-3,-18.700000000000003,0.14285714285714285,-0.42857142857142855,0,0,1,0,0,0
1,12,1,0,2.142857142857143,0.7142857142857143,10,1,4,355.5,0.8571428571428571,0.14285714285714285,0.857142857142857,-0.2857142857142857,8,-4,-2,187.5,0.42857142857142855,0.0,1,0,0,0,1,1
1,12,1,1,1.0,1.8571428571428568,-6,18,12,84.265,0.14285714285714285,0.7142857142857143,-0.4285714285714286,0.8571428571428568,-9,8,-3,-19.985,-0.2857142857142857,0.5714285714285714,0,0,1,0,1,0
1,12,0,0,2.0,1.5714285714285714,3,11,9,108.125,0.2857142857142857,0.2857142857142857,1.2857142857142856,-0.5714285714285714,13,-1,-12,39.175,0.14285714285714285,-0.5714285714285714,0,0,0,0,0,0
1,12,1,1,1.8571428571428568,0.8571428571428571,7,5,6,168.0,0.5714285714285714,0.0,1.2321428571428568,-0.7678571428571429,15,-13,-6,83.735,0.2857142857142857,-0.7142857142857143,0,1,0,0,0,0
1,12,1,1,4.142857142857143,0.2857142857142857,27,4,2,472.75,1.0,0.0,2.1428571428571432,-0.4285714285714286,18,3,-2,117.25,0.2857142857142857,-0.14285714285714285,1,0,0,1,1,0
1,12,1,0,1.1428571428571428,1.4285714285714286,-2,17,10,96.0,0.2857142857142857,0.5714285714285714,0.8928571428571428,-0.3214285714285714,10,-3,-7,-1.0250000000000057,0.2857142857142857,-0.1428571428571429,0,0,1,0,0,0
1,12,1,1,2.4285714285714284,0.8571428571428571,11,3,3,458.75,0.8571428571428571,0.0,2.0535714285714284,-0.6428571428571429,20,-16,-18,399.5,0.7142857142857142,-0.8571428571428571,1,0,0,0,0,0
1,12,1,0,1.0,0.4285714285714285,4,12,21,68.95,0.5714285714285714,0.14285714285714285,0.0,-1.7142857142857144,12,-1,8,-3.1000000000000085,0.42857142857142855,-0.5714285714285714,0,0,0,0,0,0
1,12,0,0,1.5714285714285714,1.0,4,7,16,165.5,0.5714285714285714,0.14285714285714285,0.8571428571428571,-0.1428571428571428,7,-1,2,53.5,0.2857142857142857,-0.2857142857142857,0,0,1,0,0,0
1,12,1,1,1.0,1.4285714285714286,-3,16,21,108.125,0.2857142857142857,0.42857142857142855,0.0,0.0,0,1,13,42.575,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0
1,12,0,-1,1.0,1.0,0,6,5,313.0,0.42857142857142855,0.2857142857142857,-0.7142857142857142,-0.8571428571428568,1,4,-2,27.5,0.14285714285714285,0.0,1,0,0,1,0,0
1,12,1,-1,0.8571428571428571,1.2857142857142858,-3,11,15,104.25,0.2857142857142857,0.5714285714285714,-1.1428571428571428,-0.4285714285714284,-5,2,14,-301.25,-0.14285714285714285,0.2857142857142857,0,1,1,1,0,0
1,12,1,0,1.1428571428571428,1.0,1,14,11,84.25,0.42857142857142855,0.2857142857142857,0.3928571428571428,0.0,3,4,2,-23.875,0.0,-0.2857142857142857,0,0,0,0,0,0
1,12,0,1,2.75,0.625,17,2,7,285.5,0.875,0.125,2.25,-0.875,25,-13,-14,177.375,0.75,-0.375,1,0,0,0,0,0
1,12,1,0,1.25,2.0,-6,20,17,97.025,0.25,0.75,0.5,-0.625,9,6,6,12.775000000000006,0.0,0.0,0,0,1,0,0,0
1,12,0,1,1.0,0.625,3,13,13,72.05000000000001,0.375,0.125,-0.25,-0.5,2,2,-2,-32.19999999999999,0.0,-0.125,0,0,0,0,1,0
1,12,0,1,1.0,0.875,1,8,1,405.5,0.375,0.375,0.375,-0.25,5,-9,-9,309.5,0.25,-0.125,1,0,0,0,0,1
1,12,0,-1,0.875,1.25,-3,18,21,59.25,0.375,0.5,-0.25,-0.5,2,12,5,-106.25,-0.125,0.0,0,0,0,0,0,1
1,12,0,-1,1.125,1.625,-4,19,12,84.265,0.25,0.625,-0.375,0.0,-3,15,10,-388.485,0.0,0.125,0,0,1,1,0,0
1,12,0,0,1.25,1.375,-1,16,8,65.55,0.25,0.5,0.5,-0.625,9,4,-13,-3.4000000000000057,0.125,-0.25,0,0,1,0,0,0
1,12,1,-1,1.875,1.5,3,10,9,108.125,0.25,0.25,0.625,0.5,1,5,3,-59.875,-0.125,0.125,0,0,0,0,1,1
1,12,0,-1,1.75,0.75,8,9,14,112.0,0.5,0.125,0.75,-0.375,9,2,9,-201.0,-0.125,-0.125,0,0,0,1,0,1
1,12,1,0,2.0,0.75,10,1,4,355.5,0.75,0.125,0.375,-0.625,8,-2,1,-103.25,0.375,-0.25,1,0,0,1,0,0
0,12,1,-1,0.875,0.375,4,12,21,68.95,0.5,0.125,-1.25,-1.125,-1,4,20,-336.55,0.0,-0.125,0,0,0,1,0,0
0,12,1,0,0.875,1.5,-5,7,5,313.0,0.375,0.375,0.0,0.125,-1,-9,-3,247.45,0.25,0.0,1,0,0,0,0,0
0,12,1,-1,1.0,1.25,-2,17,10,96.0,0.25,0.5,-0.8888888888888888,0.02777777777777768,-8,15,6,-259.5,-0.375,0.25,0,0,1,1,1,0
0,12,1,1,4.375,0.625,30,3,2,472.75,1.0,0.0,2.486111111111111,-0.8194444444444444,26,2,-5,187.25,0.625,-0.25,1,0,0,1,0,0
0,12,0,-1,2.125,0.875,10,5,6,168.0,0.625,0.0,1.875,-0.875,22,-15,-11,70.975,0.625,-0.625,0,1,0,0,0,0
0,12,1,-1,1.0,1.25,-2,15,21,108.125,0.375,0.375,0.25,0.125,1,6,7,-3.875,0.125,0.0,0,0,0,0,0,0
0,12,1,1,1.5,1.0,4,6,16,165.5,0.5,0.125,0.625,-0.875,12,-4,3,93.44999999999999,0.375,-0.5,0,0,1,0,0,0
0,12,0,-1,1.125,1.0,1,14,11,84.25,0.375,0.25,0.45833333333333337,-0.8888888888888888,12,-5,-1,-0.015000000000000568,0.125,-0.5,0,0,0,0,0,0
0,12,0,1,2.375,0.875,12,4,3,458.75,0.875,0.0,1.5972222222222223,-0.125,14,-7,-6,350.625,0.5,-0.5,1,0,0,0,0,0
0,12,1,-1,0.75,1.5,-6,13,15,104.25,0.25,0.625,0.3055555555555556,-0.05555555555555558,4,-5,-6,45.0,0.125,-0.25,0,1,1,0,0,0
1,12,1,-1,1.1111111111111112,1.1111111111111112,0,14,11,84.25,0.3333333333333333,0.3333333333333333,-1.1111111111111112,-0.4444444444444444,-6,7,10,-321.25,-0.22222222222222227,0.1111111111111111,0,0,0,1,0,0
1,12,0,1,1.0,0.6666666666666666,3,12,21,68.95,0.4444444444444444,0.2222222222222222,0.11111111111111116,-1.3333333333333335,13,-6,9,-15.314999999999998,0.1111111111111111,-0.4444444444444444,0,0,0,0,0,0
1,12,1,1,4.111111111111111,0.6666666666666666,31,2,2,472.75,1.0,0.0,3.5555555555555554,-0.888888888888889,40,-15,-19,413.5,0.7777777777777778,-0.7777777777777778,1,0,0,0,0,0
1,12,0,0,0.8888888888888888,1.4444444444444444,-5,16,21,108.125,0.3333333333333333,0.4444444444444444,0.5555555555555556,-0.11111111111111116,6,-4,4,11.099999999999994,0.2222222222222222,-0.11111111111111116,0,0,0,0,0,0
1,12,0,0,0.6666666666666666,1.4444444444444444,-7,13,15,104.25,0.2222222222222222,0.6666666666666666,-0.11111111111111116,0.33333333333333326,-4,2,6,-3.875,-0.1111111111111111,0.11111111111111105,0,1,1,0,0,0
1,12,1,0,1.0,1.4444444444444444,-4,19,10,96.0,0.2222222222222222,0.5555555555555556,0.11111111111111116,0.11111111111111116,0,4,2,30.450000000000003,0.1111111111111111,0.22222222222222227,0,0,1,0,0,0
1,12,1,1,2.2222222222222223,0.7777777777777778,13,3,3,458.75,0.8888888888888888,0.0,0.22222222222222232,-0.888888888888889,10,-1,-4,173.25,0.5555555555555556,-0.3333333333333333,1,0,0,1,0,0
1,12,0,-1,1.8888888888888888,1.0,8,6,16,165.5,0.5555555555555556,0.1111111111111111,-0.3333333333333335,-0.33333333333333326,0,5,12,-190.0,-0.11111111111111105,-0.1111111111111111,0,0,1,1,1,0
1,12,1,1,1.8888888888888888,0.8888888888888888,9,5,6,168.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,-0.11111111111111116,9,-4,-8,56.0,0.22222222222222227,-0.2222222222222222,0,1,0,0,0,0
1,12,0,1,0.8888888888888888,1.4444444444444444,-5,8,5,313.0,0.3333333333333333,0.3333333333333333,0.0,-0.7777777777777779,7,-2,-8,240.95,0.2222222222222222,-0.3333333333333333,1,0,0,0,0,0
0,1,1,1,1.2222222222222223,1.8888888888888888,-6,18,12,84.265,0.2222222222222222,0.6666666666666666,0.5555555555555557,0.5555555555555556,0,-1,2,-14.985,0.1111111111111111,0.11111111111111105,0,0,1,0,0,1
0,1,1,0,1.1111111111111112,0.6666666666666666,4,12,13,72.05000000000001,0.4444444444444444,0.1111111111111111,-0.0888888888888888,-0.2333333333333334,1,8,7,-99.69999999999999,0.0,0.0,0,0,0,0,1,1
0,1,1,-1,1.7777777777777777,1.5555555555555556,2,11,9,108.125,0.2222222222222222,0.3333333333333333,0.1777777777777776,0.05555555555555558,1,9,7,-342.875,-0.1111111111111111,-0.1111111111111111,0,0,0,1,0,0
0,1,1,0,0.7777777777777778,1.4444444444444444,-6,17,21,59.0,0.3333333333333333,0.5555555555555556,0.11111111111111116,-0.8888888888888886,9,3,10,-29.0,0.1111111111111111,-0.11111111111111105,0,0,0,0,0,0
0,1,0,1,2.7777777777777777,0.6666666666666666,19,5,7,282.0,0.8888888888888888,0.1111111111111111,2.0,-1.2222222222222223,29,-5,-14,213.05,0.7777777777777777,-0.5555555555555556,1,0,0,0,0,0
0,1,1,1,1.2222222222222223,1.3333333333333333,-1,15,8,65.55,0.2222222222222222,0.4444444444444444,-0.11111111111111094,-0.22222222222222232,1,7,-8,-77.45,-0.33333333333333337,0.0,0,0,1,0,0,1
0,1,0,-1,1.1111111111111112,1.7777777777777777,-6,20,17,97.025,0.2222222222222222,0.6666666666666666,-0.11111111111111116,0.5555555555555554,-6,7,2,0.025000000000005684,-0.1111111111111111,0.3333333333333333,0,0,1,0,1,0
0,1,1,-1,1.7777777777777777,1.0,7,9,14,111.75,0.4444444444444444,0.2222222222222222,0.47777777777777763,-0.10000000000000009,5,6,11,-277.0,0.1111111111111111,-0.1111111111111111,0,0,0,1,0,0
0,1,0,1,1.7777777777777777,0.6666666666666666,10,1,4,371.0,0.6666666666666666,0.1111111111111111,1.2777777777777777,-0.8333333333333334,20,-15,-17,262.875,0.5555555555555556,-0.4444444444444445,1,0,0,0,0,0
0,1,1,-1,1.2222222222222223,0.8888888888888888,3,6,1,378.5,0.4444444444444444,0.3333333333333333,0.0,-0.3333333333333335,3,-1,-4,107.5,-0.2222222222222222,0.1111111111111111,1,0,0,1,0,1
1,1,1,1,1.1,1.3,-2,6,5,271.0,0.4,0.3,0.6000000000000001,-0.19999999999999996,8,-12,-16,212.0,0.2,-0.5,1,0,0,0,0,0
1,1,1,-1,1.3,1.8,-5,16,12,84.265,0.3,0.6,0.8,0.19999999999999996,6,-4,-5,-12.760000000000005,0.19999999999999998,0.09999999999999998,0,0,1,0,0,0
1,1,1,1,1.6,1.2,4,9,14,111.75,0.4,0.3,0.5,-0.30000000000000004,8,-5,6,46.2,0.30000000000000004,0.0,0,0,0,0,0,0
1,1,1,-1,1.5,0.6,9,10,21,68.95,0.5,0.2,-0.10000000000000009,-0.5000000000000001,4,7,18,-319.8,0.09999999999999998,-0.09999999999999998,0,0,0,1,0,0
1,1,0,1,1.9,0.9,10,5,6,171.75,0.6,0.1,1.2,-1.3000000000000003,25,-10,-5,83.75,0.39999999999999997,-0.5,0,1,0,0,0,0
1,1,0,1,1.2,1.0,2,7,1,378.5,0.4,0.4,0.3999999999999999,-0.10000000000000009,5,-6,-8,270.375,0.10000000000000003,-0.09999999999999998,1,0,0,0,0,0
1,1,1,-1,1.0,1.5,-5,17,21,108.125,0.3,0.4,0.30000000000000004,0.10000000000000009,2,-2,11,8.875,0.19999999999999998,-0.19999999999999996,0,0,0,0,0,1
1,1,0,-1,1.7,1.0,7,8,16,143.0,0.5,0.2,-0.19999999999999996,-0.7,5,6,14,-308.0,0.09999999999999998,-0.2,0,0,1,1,0,0
1,1,1,-1,1.1,0.7,4,12,13,72.05000000000001,0.4,0.1,-0.7999999999999998,-1.0,2,8,6,-209.95,0.10000000000000003,-0.30000000000000004,0,0,0,1,0,0
1,1,0,-1,0.7,1.4,-7,11,15,97.0,0.2,0.6,-1.4000000000000001,0.19999999999999996,-16,10,11,-274.0,-0.49999999999999994,0.39999999999999997,0,1,1,1,1,0
1,1,1,1,0.8,1.4,-6,20,21,59.0,0.3,0.5,0.0,-0.8999999999999999,9,8,8,-13.050000000000011,0.19999999999999998,-0.19999999999999996,0,0,0,0,0,0
1,1,0,1,3.8,0.6,32,2,2,451.0,1.0,0.0,3.3454545454545452,-0.9454545454545454,44,-16,-19,342.875,0.9,-0.6,1,0,0,0,0,0
1,1,1,-1,1.2,1.6,-4,17,10,99.25,0.2,0.5,0.10909090909090913,0.23636363636363655,-1,9,-6,-43.75,-0.3,0.0,0,0,1,0,0,1
1,1,0,0,1.0,1.7,-7,19,17,97.025,0.2,0.7,0.09090909090909083,0.7,-6,10,3,-14.724999999999994,-0.09999999999999998,0.29999999999999993,0,0,1,0,0,0
1,1,0,0,2.7,0.6,21,4,7,282.0,0.9,0.1,1.6090909090909093,-0.4,20,-7,-8,185.0,0.5,-0.19999999999999998,1,0,0,0,1,0
1,1,0,1,1.8,0.6,12,1,4,371.0,0.7,0.1,1.0,-1.7999999999999998,28,-15,-8,286.735,0.39999999999999997,-0.6,1,0,0,0,0,0
1,1,1,1,1.0,1.1,-1,15,11,88.0,0.3,0.4,0.36363636363636365,-0.6272727272727272,11,5,-10,19.049999999999997,0.19999999999999998,-0.29999999999999993,0,0,0,0,0,0
1,1,1,1,2.2,0.8,14,3,3,388.75,0.9,0.0,0.10000000000000009,-0.5999999999999999,7,-4,2,10.25,0.30000000000000004,-0.2,1,0,0,1,0,0
1,1,1,-1,1.8,1.7,1,13,9,108.125,0.2,0.4,0.5,0.5,0,7,4,-162.875,-0.49999999999999994,0.2,0,0,0,1,0,1
1,1,1,0,1.2,1.2,0,14,8,65.55,0.3,0.4,0.018181818181817855,0.2909090909090908,-3,9,2,-106.2,-0.10000000000000003,0.30000000000000004,0,0,1,0,1,1
0,1,1,1,1.7272727272727273,1.818181818181818,-1,15,9,108.125,0.18181818181818182,0.45454545454545453,1.0,-0.5454545454545463,17,-2,-3,23.86,-0.09090909090909088,-0.27272727272727276,0,0,0,0,0,0
0,1,0,1,1.2727272727272727,0.9090909090909092,4,7,1,378.5,0.45454545454545453,0.36363636363636365,0.6363636363636364,-0.9999999999999996,18,-13,-20,270.375,0.36363636363636365,-0.2727272727272727,1,0,0,0,0,0
0,1,1,1,2.636363636363636,0.7272727272727273,21,4,7,282.0,0.8181818181818182,0.09090909090909091,1.363636363636363,-0.2727272727272727,18,-2,1,110.25,0.4545454545454546,0.0,1,0,0,0,1,1
0,1,1,0,1.5454545454545454,1.0909090909090908,5,9,14,111.75,0.45454545454545453,0.2727272727272727,-0.5454545454545454,-0.09090909090909127,-5,8,10,-259.25,-0.27272727272727276,0.09090909090909088,0,0,0,1,1,0
0,1,0,1,0.8181818181818182,1.2727272727272727,-5,16,21,59.0,0.36363636363636365,0.45454545454545453,0.18181818181818188,-0.5454545454545452,8,5,0,-9.950000000000003,0.2727272727272727,-0.27272727272727276,0,0,0,0,0,0
0,1,0,0,1.0,1.0,0,12,11,88.0,0.36363636363636365,0.36363636363636365,-0.36363636363636354,-0.4545454545454546,1,4,-5,-55.0,-0.18181818181818177,-0.09090909090909088,0,0,0,0,0,1
0,1,1,1,0.7272727272727273,1.4545454545454546,-8,10,15,97.0,0.18181818181818182,0.6363636363636364,-0.2727272727272727,0.0,-3,-3,7,31.450000000000003,0.09090909090909091,0.2727272727272727,0,1,1,0,0,0
0,1,0,0,2.272727272727273,0.8181818181818182,16,3,3,388.75,0.9090909090909091,0.0,1.4545454545454546,-0.4545454545454545,21,-15,-7,289.5,0.7272727272727273,-0.5454545454545454,1,0,0,0,0,1
0,1,1,-1,1.181818181818182,1.181818181818182,0,5,5,271.0,0.45454545454545453,0.2727272727272727,-0.7272727272727266,-0.3636363636363633,-4,3,3,-180.0,0.0,-0.09090909090909094,1,0,0,1,0,0
0,1,0,1,1.0909090909090908,1.7272727272727273,-7,19,17,97.025,0.18181818181818182,0.6363636363636364,0.36363636363636354,-0.45454545454545436,9,5,4,24.974999999999994,0.09090909090909091,-0.09090909090909094,0,0,1,0,0,0
1,2,1,1,1.181818181818182,1.7272727272727273,-6,18,10,99.25,0.18181818181818182,0.5454545454545454,0.4545454545454548,0.5454545454545452,-1,7,1,-8.875,-0.09090909090909088,0.0,0,0,1,0,0,0
1,2,1,0,1.3636363636363635,0.7272727272727273,7,13,21,68.95,0.45454545454545453,0.2727272727272727,0.030303030303030276,-0.35606060606060597,4,8,16,-202.05,-0.27272727272727276,0.09090909090909088,0,0,0,1,0,1
1,2,0,1,1.2727272727272727,1.0909090909090908,2,16,13,72.05000000000001,0.36363636363636365,0.18181818181818182,-0.7272727272727273,-0.4545454545454546,-3,9,12,-306.45,-0.18181818181818177,-0.09090909090909088,0,0,0,1,0,0
1,2,0,-1,1.2727272727272727,2.0,-8,19,12,84.265,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.9166666666666667,-7,10,-2,-27.485,0.0,0.2727272727272727,0,0,1,0,0,0
1,2,1,1,0.9090909090909092,1.5454545454545454,-7,20,21,108.125,0.2727272727272727,0.45454545454545453,0.2727272727272728,-0.6363636363636362,10,8,10,20.125,0.09090909090909088,-0.18181818181818182,0,0,0,0,0,0
1,2,0,1,1.9090909090909087,0.8181818181818182,12,6,6,171.75,0.6363636363636364,0.09090909090909091,0.636363636363636,-0.36363636363636387,11,-4,-9,74.75,0.2727272727272727,-0.1818181818181818,0,1,0,0,1,0
1,2,1,-1,1.5454545454545454,1.0909090909090908,5,8,16,143.0,0.45454545454545453,0.2727272727272727,0.7954545454545454,-0.3257575757575759,13,-9,-1,45.974999999999994,0.2727272727272727,-0.18181818181818182,0,0,1,0,0,0
1,2,0,0,1.181818181818182,1.181818181818182,0,15,8,65.55,0.2727272727272727,0.36363636363636365,-0.9999999999999996,-0.6363636363636358,-4,11,1,-216.45,-0.09090909090909094,0.0,0,0,1,1,0,0
1,2,0,1,1.818181818181818,0.5454545454545454,14,2,4,371.0,0.7272727272727273,0.09090909090909091,1.4015151515151512,-0.8712121212121213,26,-12,-17,312.0,0.5454545454545454,-0.7272727272727273,1,0,0,0,0,0
1,2,1,-1,3.8181818181818175,0.7272727272727273,34,1,2,451.0,1.0,0.0,2.3181818181818175,-0.18939393939393934,27,-2,-1,62.25,0.5454545454545454,-0.2727272727272727,1,0,0,1,0,0
1,2,0,0,0.9166666666666666,0.9166666666666666,0,15,11,88.0,0.3333333333333333,0.3333333333333333,-1.25,-0.5833333333333334,-8,13,9,-363.0,-0.16666666666666669,0.0,0,0,0,1,0,0
1,2,1,1,2.083333333333333,0.75,16,3,3,388.75,0.8333333333333334,0.0,0.833333333333333,-0.5833333333333333,17,-5,-13,245.75,0.33333333333333337,-0.4166666666666667,1,0,0,0,0,1
1,2,1,1,2.75,0.6666666666666666,25,4,7,282.0,0.8333333333333334,0.08333333333333333,0.666666666666667,-0.5833333333333334,15,3,3,-89.0,0.16666666666666674,-0.08333333333333333,1,0,0,1,1,0
1,2,1,1,1.75,1.6666666666666667,1,12,9,108.125,0.25,0.4166666666666667,1.1666666666666665,-0.25,17,-7,-12,0.0,0.16666666666666669,-0.24999999999999994,0,0,0,0,0,0
1,2,0,-1,1.0833333333333333,1.5833333333333333,-6,14,17,97.025,0.25,0.5833333333333334,0.4999999999999999,-0.16666666666666674,8,1,-4,28.075000000000003,0.16666666666666669,-0.16666666666666663,0,0,1,0,0,0
1,2,0,1,0.8333333333333334,1.1666666666666667,-4,17,21,59.0,0.4166666666666667,0.4166666666666667,-0.33333333333333337,-0.5,2,1,13,-6.549999999999997,0.33333333333333337,0.0,0,0,0,0,0,0
1,2,1,-1,1.0,1.5833333333333333,-7,10,15,97.0,0.25,0.5833333333333334,0.25,0.4166666666666665,-2,-8,5,-2.25,0.08333333333333334,0.08333333333333337,0,1,1,0,0,1
1,2,0,0,1.5833333333333333,1.1666666666666667,5,9,14,111.75,0.4166666666666667,0.25,0.9166666666666666,-0.9166666666666663,22,-2,1,39.69999999999999,0.33333333333333337,-0.5,0,0,0,0,0,0
1,2,1,1,1.1666666666666667,1.5,-4,6,5,271.0,0.4166666666666667,0.3333333333333333,0.0,0.25,-3,1,-1,99.25,0.08333333333333337,0.16666666666666666,1,0,0,0,1,1
1,2,0,0,1.3333333333333333,0.8333333333333334,6,7,1,378.5,0.5,0.3333333333333333,0.6666666666666666,-1.4999999999999996,26,-13,-11,294.235,0.25,-0.4166666666666667,1,0,0,0,0,0
0,2,1,0,1.1666666666666667,1.1666666666666667,0,18,8,65.55,0.25,0.3333333333333333,-0.4166666666666665,0.2500000000000001,-8,17,5,-323.2,-0.25,0.08333333333333331,0,0,1,1,0,0
0,2,0,0,1.0,1.5,-6,19,21,108.125,0.3333333333333333,0.4166666666666667,-0.15384615384615352,0.3461538461538465,-6,7,6,11.125,0.0,0.08333333333333337,0,0,0,0,1,0
0,2,1,1,1.25,1.5833333333333333,-4,15,10,99.25,0.25,0.5,0.5833333333333334,-0.5833333333333333,14,-1,-1,11.25,0.08333333333333334,-0.16666666666666663,0,0,1,0,0,0
0,2,1,-1,1.3333333333333333,0.75,7,11,21,68.95,0.4166666666666667,0.25,0.08333333333333326,-0.33333333333333326,5,2,7,-42.8,0.08333333333333337,-0.08333333333333331,0,0,0,0,0,0
0,2,0,0,1.3333333333333333,1.0833333333333333,3,13,13,72.05000000000001,0.4166666666666667,0.16666666666666666,0.7179487179487178,-0.07051282051282026,10,3,4,-36.07499999999999,0.16666666666666669,-0.41666666666666674,0,0,0,0,0,0
0,2,1,0,1.8333333333333333,0.5,16,2,4,371.0,0.75,0.08333333333333333,-0.08333333333333348,-1.0833333333333333,12,-5,3,-7.5,0.25,-0.25,1,0,0,1,0,0
0,2,1,-1,1.1666666666666667,2.083333333333333,-11,20,12,84.265,0.25,0.6666666666666666,-0.7564102564102564,0.4679487179487176,-15,16,5,-197.735,-0.08333333333333331,0.3333333333333333,0,0,1,1,0,0
0,2,0,-1,1.4166666666666667,1.25,2,8,16,143.0,0.4166666666666667,0.3333333333333333,0.10897435897435903,0.17307692307692313,-1,3,11,-128.0,-0.24999999999999994,0.16666666666666666,0,0,1,1,0,1
1,2,1,-1,0.9230769230769232,1.3846153846153846,-6,19,21,108.125,0.3076923076923077,0.38461538461538464,0.23076923076923095,-0.23076923076923084,6,5,0,39.175,0.15384615384615385,-0.30769230769230765,0,0,0,0,0,0
1,2,1,0,1.1538461538461535,1.1538461538461535,0,18,8,65.55,0.23076923076923078,0.3076923076923077,0.38461538461538425,-1.153846153846154,20,-2,-4,-18.715000000000003,0.0,-0.3846153846153846,0,0,1,0,0,0
1,2,1,1,1.3076923076923077,1.4615384615384617,-2,12,10,99.25,0.3076923076923077,0.46153846153846156,0.07692307692307687,0.4615384615384617,-5,4,-4,-12.5,-0.07692307692307693,0.15384615384615385,0,0,1,0,0,0
1,2,1,-1,1.0,1.1538461538461535,-2,10,21,59.0,0.46153846153846156,0.38461538461538464,-0.7692307692307692,-0.30769230769230815,-6,3,20,-319.5,0.0,0.07692307692307693,0,0,0,1,0,0
1,2,0,1,3.3846153846153846,0.8461538461538461,33,3,2,451.0,0.8461538461538461,0.07692307692307693,2.6153846153846154,-1.2307692307692308,50,-12,-11,378.95,0.7692307692307692,-0.6153846153846154,1,0,0,0,0,0
1,2,0,1,2.1538461538461537,0.6923076923076923,19,1,3,388.75,0.8461538461538461,0.0,1.0769230769230769,-0.5384615384615385,21,-5,-3,217.0,0.5384615384615384,-0.23076923076923078,1,0,0,0,1,1
1,2,1,1,1.6923076923076923,0.4615384615384615,16,2,4,371.0,0.6923076923076923,0.07692307692307693,0.6153846153846154,-1.0000000000000002,21,-14,-13,273.975,0.4615384615384615,-0.3076923076923077,1,0,0,0,0,0
1,2,1,1,1.3076923076923077,1.4615384615384617,-2,9,16,143.0,0.38461538461538464,0.38461538461538464,0.1538461538461542,0.30769230769230815,-2,-4,1,46.0,0.07692307692307693,0.07692307692307693,0,0,1,0,1,0
1,2,0,1,0.8461538461538461,0.8461538461538461,0,17,11,88.0,0.3076923076923077,0.3076923076923077,-0.7692307692307693,-0.23076923076923073,-7,12,6,-183.0,-0.3846153846153846,0.15384615384615385,0,0,0,1,0,1
1,2,0,1,2.923076923076923,0.6923076923076923,29,4,7,282.0,0.8461538461538461,0.07692307692307693,2.230769230769231,-0.5384615384615385,36,-7,-2,173.875,0.6153846153846154,-0.4615384615384615,1,0,0,0,0,0
1,3,0,1,1.9230769230769231,1.0,12,7,6,171.75,0.6153846153846154,0.15384615384615385,1.1373626373626373,0.0,15,-3,-4,72.5,0.38461538461538464,-0.3076923076923077,0,1,0,0,0,1
1,3,1,-1,1.2307692307692308,2.1538461538461537,-12,20,12,84.265,0.23076923076923078,0.6923076923076923,-0.19780219780219777,1.2967032967032965,-20,19,9,-304.485,-0.23076923076923078,0.4615384615384615,0,0,1,1,0,0
1,3,0,1,1.3076923076923077,1.0769230769230769,3,16,13,72.05000000000001,0.38461538461538464,0.15384615384615385,-0.549450549450549,-0.35164835164835173,-3,14,9,-298.95,-0.23076923076923078,-0.07692307692307693,0,0,0,1,1,0
1,3,0,-1,1.2307692307692308,0.7692307692307693,6,11,21,68.95,0.38461538461538464,0.3076923076923077,0.15934065934065944,-0.5879120879120879,10,3,5,-74.05,-0.07692307692307693,-0.15384615384615385,0,0,0,0,0,1
1,3,0,-1,1.6153846153846154,1.2307692307692308,5,9,14,111.75,0.38461538461538464,0.23076923076923078,-0.5384615384615383,-0.5384615384615383,0,5,7,-170.25,0.0,-0.07692307692307693,0,0,0,1,0,0
1,3,1,1,1.1538461538461535,1.3846153846153846,-3,5,5,271.0,0.46153846153846156,0.3076923076923077,0.6153846153846151,-0.6153846153846154,16,-14,-16,162.875,0.38461538461538464,-0.3846153846153846,1,0,0,0,0,0
1,3,1,0,1.8461538461538465,1.5384615384615383,4,13,9,108.125,0.3076923076923077,0.38461538461538464,1.274725274725275,0.038461538461538325,17,1,-12,49.125,0.07692307692307693,-0.38461538461538464,0,0,0,0,0,0
1,3,1,1,0.9230769230769232,1.6153846153846154,-9,14,15,97.0,0.23076923076923078,0.6153846153846154,0.3076923076923078,-0.5384615384615383,11,-1,4,9.0,0.07692307692307693,-0.07692307692307687,0,1,1,0,0,0
