Weekend,Month,Top Referee,Outcome,Home Avg Goal,Home Avg Opp Goal,Home Diff Goal,Home Rank,Last Season Home,Home Values,Home Win Percent,Home Lose Percent,Avg Goal (diff),Avg Opp Goal (diff),Diff Goal (diff),Rank (diff),Last Season (diff),Values (diff),Win Percent (diff),Lose Percent (diff),Top Win Home,Top Draw Home,Top Lose Home,Top Win Away,Top Draw Away,Top Lose Away
1,9,1,0,1.3333333333333333,0.6666666666666666,2,13,17,77.015,0.3333333333333333,0.0,1.0,-2.0,9,-7,-4,-140.985,0.3333333333333333,-1.0,0,0,0,0,0,0
1,9,0,-1,1.0,0.0,3,4,8,206.75,0.6666666666666666,0.0,0.33333333333333337,-1.6666666666666667,6,-14,-3,112.37,0.6666666666666666,-0.6666666666666666,0,0,0,0,0,0
1,9,0,-1,2.0,0.6666666666666666,4,14,21,229.5,0.3333333333333333,0.0,0.6666666666666667,0.0,2,11,20,-193.625,-0.3333333333333333,-0.3333333333333333,0,0,0,1,0,0
1,9,0,1,2.6666666666666665,1.6666666666666667,3,1,4,455.35,0.6666666666666666,0.0,2.0,-0.9999999999999998,9,-10,-12,337.6,0.6666666666666666,-1.0,1,0,0,0,1,0
1,9,0,0,2.0,1.3333333333333333,2,6,9,469.875,0.3333333333333333,0.3333333333333333,1.3333333333333335,-0.3333333333333335,5,-13,-1,186.97500000000002,0.3333333333333333,-0.3333333333333333,1,0,0,1,0,1
1,9,0,1,0.6666666666666666,2.333333333333333,-5,15,12,71.47,0.0,0.6666666666666666,-1.3333333333333335,1.9999999999999998,-10,8,7,-260.05499999999995,-0.6666666666666666,0.6666666666666666,0,0,0,1,0,0
1,9,0,-1,2.6666666666666665,2.333333333333333,1,9,6,84.875,0.3333333333333333,0.6666666666666666,0.6666666666666665,0.6666666666666663,0,-1,-8,0.6099999999999994,0.0,0.3333333333333333,0,0,0,0,0,0
1,9,0,1,1.6666666666666667,2.0,-1,16,7,184.79000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333335,-0.6666666666666665,3,-1,-8,-3.1149999999999807,0.0,-0.3333333333333333,0,1,0,0,0,0
1,10,0,-1,2.333333333333333,1.0,4,9,21,96.86500000000001,0.6666666666666666,0.3333333333333333,1.083333333333333,0.5,1,-3,9,25.39500000000001,0.3333333333333333,0.0,0,0,0,0,0,0
1,10,0,1,2.333333333333333,2.333333333333333,0,8,14,84.265,0.3333333333333333,0.3333333333333333,1.333333333333333,0.0,4,-9,-7,-145.235,0.3333333333333333,-0.6666666666666667,0,0,1,0,0,0
1,10,1,1,0.3333333333333333,1.0,-2,16,3,152.05,0.0,0.6666666666666666,-1.3333333333333335,0.0,-4,10,-5,-54.69999999999999,-0.3333333333333333,0.6666666666666666,0,0,1,0,0,0
1,10,0,1,1.0,2.333333333333333,-4,18,10,282.9,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666663,-2,8,3,98.10999999999996,0.3333333333333333,0.0,1,0,0,0,1,1
1,10,1,1,1.6666666666666667,0.0,5,3,1,423.125,0.6666666666666666,0.0,0.9166666666666667,0.0,2,-1,-12,340.58500000000004,0.0,0.0,1,0,0,0,0,0
1,10,0,-1,1.0,1.0,0,7,5,331.525,0.3333333333333333,0.3333333333333333,-0.5,0.75,-5,5,3,-49.10000000000002,-0.3333333333333333,0.3333333333333333,1,0,0,1,1,0
1,10,0,1,0.0,3.0,-9,20,21,218.0,0.0,0.6666666666666666,-2.0,2.0,-13,15,12,-251.875,-0.6666666666666666,0.6666666666666666,0,0,0,1,0,0
1,10,0,1,0.6666666666666666,1.3333333333333333,-2,19,15,187.905,0.0,0.3333333333333333,-0.8333333333333334,0.08333333333333326,-3,8,9,103.03,-0.3333333333333333,0.3333333333333333,0,0,0,0,0,0
1,10,1,-1,1.0,2.333333333333333,-4,14,11,94.38,0.3333333333333333,0.6666666666666666,-0.75,2.083333333333333,-10,13,7,-360.97,-0.3333333333333333,0.6666666666666666,0,0,0,1,0,0
1,10,0,0,1.6666666666666667,0.6666666666666666,3,13,16,117.75,0.6666666666666666,0.0,1.6666666666666667,-2.0,11,-2,-1,40.735,0.6666666666666666,-0.6666666666666666,0,1,1,0,0,0
0,10,0,0,1.0,0.0,1,7,13,82.53999999999999,1.0,0.0,-1.0,-1.0,0,4,9,-372.81000000000006,0.0,0.0,0,0,0,1,0,0
1,10,1,0,2.25,1.75,2,5,14,84.265,0.5,0.25,1.75,-0.5,9,-15,-7,-133.735,0.5,-0.5,0,0,1,0,0,0
1,10,0,1,2.0,1.0,4,2,2,380.625,0.75,0.0,-0.25,0.5,-3,1,-2,-74.72500000000002,0.0,0.0,1,0,0,1,0,0
1,10,0,-1,1.0,1.25,-1,17,15,187.905,0.25,0.25,-1.0,0.5,-6,14,14,-235.22,-0.5,0.0,0,0,0,1,0,0
1,10,0,-1,1.0,2.25,-5,18,11,94.38,0.25,0.75,-1.25,0.0,-5,7,8,-57.670000000000016,0.0,0.5,0,0,0,0,0,1
1,10,0,1,1.5,1.0,2,6,9,469.875,0.25,0.25,1.25,-1.25,10,-10,-8,392.86,0.25,-0.25,1,0,0,0,0,0
1,10,0,1,2.0,1.25,3,10,21,96.86500000000001,0.5,0.5,0.0,0.25,-1,2,16,-234.65999999999997,0.0,0.25,0,0,0,1,0,0
1,10,0,0,2.25,1.5,3,13,7,184.79000000000002,0.5,0.25,1.0,0.5,2,6,-1,-21.95999999999998,0.25,0.0,0,1,0,0,0,0
1,10,0,0,1.25,0.5,3,4,13,82.53999999999999,0.5,0.0,0.75,-1.75,10,-10,-3,-35.21000000000001,0.5,-1.0,0,0,0,0,1,0
1,10,0,-1,1.75,1.5,1,19,21,229.5,0.25,0.25,1.25,0.25,4,4,11,-53.39999999999998,0.25,-0.25,0,0,0,1,0,1
1,10,0,-1,2.0,2.25,-1,12,6,84.875,0.25,0.75,0.25,1.5,-5,3,-6,13.405000000000001,-0.25,0.5,0,0,0,0,0,0
0,10,0,-1,3.0,2.0,1,11,14,84.265,1.0,0.0,1.0,0.0,1,-4,11,-67.78500000000001,1.0,0.0,0,0,1,0,0,1
1,10,0,-1,1.25,0.75,2,16,17,77.015,0.25,0.0,0.65,0.15000000000000002,2,12,4,-5.5249999999999915,-0.25,-0.25,0,0,0,0,0,0
1,10,0,1,0.75,0.25,2,8,8,206.75,0.5,0.25,-1.0,-1.5,2,-7,2,121.875,0.25,0.0,0,0,0,0,0,0
1,10,0,0,1.5,0.75,3,14,16,117.75,0.5,0.0,0.75,-1.25,8,1,9,-67.04000000000002,0.5,-0.75,0,1,1,0,1,1
1,10,0,1,1.0,1.25,-1,11,5,331.525,0.25,0.5,0.0,-1.75,7,-6,-10,143.61999999999998,0.0,-0.25,1,0,0,0,0,0
1,10,0,1,0.25,2.25,-8,19,21,218.0,0.25,0.5,-0.35,0.44999999999999996,-2,-1,0,-11.5,0.25,-0.5,0,0,0,0,0,0
1,10,0,-1,2.0,0.0,8,2,1,423.125,0.75,0.0,0.3999999999999999,-1.0,5,-4,-13,338.86,0.25,-0.25,1,0,0,0,0,0
1,10,1,1,2.25,1.25,4,3,4,455.35,0.75,0.0,0.25,0.0,1,-2,-5,-14.524999999999977,0.25,-0.25,1,0,0,1,0,0
1,10,0,1,0.5,0.75,-1,10,3,152.05,0.25,0.5,0.09999999999999998,-0.050000000000000044,1,1,-18,55.185,0.25,0.25,0,0,1,0,0,0
1,10,0,0,1.25,2.25,-4,7,12,71.47,0.25,0.5,-0.75,1.75,-10,6,10,-309.155,-0.5,0.5,0,0,0,1,1,0
1,10,1,0,1.5,1.75,-1,12,10,282.9,0.5,0.5,0.9,0.75,1,-6,-1,188.51999999999998,0.25,0.0,1,0,0,0,0,0
1,11,0,-1,1.2,1.4,-1,12,10,282.9,0.4,0.4,0.6,-1.6,11,-6,-7,205.885,0.4,-0.19999999999999996,1,0,0,0,0,0
1,11,1,-1,0.8,1.2,-2,19,15,187.905,0.2,0.4,-1.0,0.6,-8,18,13,-192.72,-0.39999999999999997,0.4,0,0,0,1,1,0
1,11,0,0,1.0,0.6,2,8,3,152.05,0.4,0.4,0.6,-1.2000000000000002,9,-6,-13,34.30000000000001,0.4,-0.4,0,0,1,0,1,0
1,11,0,1,1.8,0.6,6,3,1,423.125,0.6,0.2,1.4,-0.7999999999999999,11,-8,-20,326.26,0.6,-0.2,1,0,0,0,0,0
1,11,0,1,0.8,2.0,-6,17,11,94.38,0.2,0.8,0.4,0.19999999999999996,1,2,-10,-123.62,0.2,0.20000000000000007,0,0,0,0,0,0
1,11,0,-1,1.0,0.2,4,6,8,206.75,0.6,0.2,-0.6000000000000001,-1.0,2,-1,-1,-263.125,0.19999999999999996,-0.2,0,0,0,1,0,0
1,11,0,-1,1.8,1.2,3,13,7,184.79000000000002,0.4,0.2,-0.19999999999999996,0.3999999999999999,-3,11,3,-270.56,-0.19999999999999996,0.0,0,1,0,1,0,0
1,11,0,1,1.6,1.6,0,20,21,229.5,0.2,0.4,0.20000000000000018,-0.19999999999999996,2,4,15,144.625,0.0,0.0,0,0,0,0,0,0
1,11,0,-1,1.8,1.4,2,5,14,84.265,0.4,0.2,0.19999999999999996,0.3999999999999999,-1,-5,9,-247.26,0.0,-0.2,0,0,1,1,0,0
1,11,1,-1,1.0,0.4,3,4,13,82.53999999999999,0.4,0.0,-0.6000000000000001,-0.19999999999999996,-2,-5,1,11.069999999999993,-0.19999999999999996,-0.2,0,0,0,0,0,0
1,11,1,1,2.0,1.0,5,1,2,380.625,0.8,0.0,1.3333333333333335,0.0,7,-11,-8,97.72500000000002,0.6000000000000001,-0.4,1,0,0,1,0,1
1,11,1,0,1.0,0.8,1,15,17,77.015,0.2,0.2,0.16666666666666663,0.13333333333333341,0,5,9,-129.735,0.0,0.0,0,0,0,0,0,0
1,11,0,1,1.8,1.0,4,11,21,96.86500000000001,0.6,0.4,0.8,-2.0,14,-9,6,-91.03999999999999,0.39999999999999997,-0.4,0,0,0,0,0,0
1,11,0,1,1.2,2.0,-4,7,12,71.47,0.2,0.4,-1.0000000000000002,0.8,-9,1,-2,-12.795000000000002,-0.39999999999999997,0.2,0,0,0,0,0,0
1,11,0,0,1.0,2.4,-7,17,21,218.0,0.4,0.4,0.19999999999999996,1.7999999999999998,-8,13,8,135.46,-0.19999999999999996,0.2,0,0,0,0,0,0
1,11,0,-1,1.2,0.6,3,13,16,117.75,0.4,0.0,0.7,-0.2333333333333334,5,-1,5,23.370000000000005,0.2,-0.4,0,1,1,0,0,0
1,11,0,-1,2.4,1.2,6,5,9,469.875,0.4,0.2,1.2,-1.4000000000000001,13,-13,-12,240.375,0.4,-0.8,1,0,0,0,0,0
1,11,0,1,2.0,1.0,5,2,4,455.35,0.8,0.0,0.33333333333333326,-0.5,4,-7,1,303.3,0.4,-0.2,1,0,0,0,0,1
1,11,0,-1,1.4,1.2,1,8,5,331.525,0.4,0.4,-0.10000000000000009,0.7,-5,5,4,-91.60000000000002,-0.4,0.2,1,0,0,1,0,0
1,11,1,1,1.6,2.0,-2,19,6,84.875,0.2,0.8,1.1,0.6666666666666667,3,3,-1,-99.91500000000002,0.2,0.20000000000000007,0,0,0,0,1,1
1,11,1,1,2.0,0.5,9,3,1,423.125,0.6666666666666666,0.16666666666666666,0.8333333333333333,-1.3333333333333333,13,-13,-5,338.25,0.5,-0.33333333333333337,1,0,0,0,0,0
1,11,1,0,1.0,1.6666666666666667,-4,12,11,94.38,0.3333333333333333,0.6666666666666666,-0.6666666666666667,0.6666666666666667,-8,4,6,-237.14499999999998,-0.16666666666666669,0.3333333333333333,0,0,0,1,0,0
1,11,0,1,1.0,0.6666666666666666,2,10,3,152.05,0.3333333333333333,0.3333333333333333,-0.6666666666666667,-0.33333333333333337,-2,4,-6,-317.825,-0.16666666666666669,0.0,0,0,1,1,0,0
1,11,0,0,1.6666666666666667,1.3333333333333333,2,15,21,229.5,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,-4,11,9,158.03,-0.3333333333333333,0.16666666666666666,0,0,0,0,0,0
1,11,0,-1,0.8333333333333334,1.6666666666666667,-5,20,15,187.905,0.16666666666666666,0.5,0.16666666666666674,-0.8333333333333333,6,6,-2,110.89,0.0,0.0,0,0,0,0,0,0
1,11,0,-1,0.8333333333333334,0.5,2,9,8,206.75,0.5,0.3333333333333333,-0.9999999999999999,-0.16666666666666663,-5,7,4,-248.60000000000002,-0.16666666666666663,0.16666666666666666,0,0,0,1,0,0
1,11,0,-1,1.0,0.6666666666666666,2,5,13,82.53999999999999,0.3333333333333333,0.16666666666666666,-1.1666666666666665,0.0,-7,4,11,-298.08500000000004,-0.3333333333333333,0.16666666666666666,0,0,0,1,1,0
1,11,0,1,1.5,1.1666666666666667,2,18,7,184.79000000000002,0.3333333333333333,0.3333333333333333,1.1666666666666667,-0.6666666666666665,11,-1,-14,-33.20999999999998,0.3333333333333333,-0.3333333333333333,0,1,0,0,0,0
1,11,0,1,1.0,1.3333333333333333,-2,13,10,282.9,0.3333333333333333,0.5,0.5,-0.3333333333333335,5,-4,-6,165.14999999999998,0.3333333333333333,-0.16666666666666663,1,0,0,0,1,0
1,11,0,1,1.6666666666666667,1.5,1,7,14,84.265,0.3333333333333333,0.3333333333333333,1.3333333333333335,-0.16666666666666674,9,-4,-7,-12.600000000000009,0.3333333333333333,-0.16666666666666669,0,0,1,0,0,0
1,11,0,1,1.0,0.8333333333333334,1,18,16,117.75,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.261904761904762,0,8,8,-89.0,0.16666666666666666,0.0,0,1,1,0,0,0
1,11,1,-1,1.5,1.8333333333333333,-2,4,12,71.47,0.3333333333333333,0.3333333333333333,0.5,-1.6666666666666667,13,-16,-3,-116.435,0.16666666666666666,-0.5,0,0,0,0,0,0
1,11,0,1,0.8333333333333334,0.6666666666666666,1,14,17,77.015,0.16666666666666666,0.16666666666666666,0.261904761904762,-0.761904761904762,7,-1,10,-107.77500000000002,0.16666666666666666,-0.5,0,0,0,0,1,1
1,11,1,-1,2.5,1.0,9,11,21,96.86500000000001,0.6666666666666666,0.3333333333333333,1.0,-1.1666666666666665,13,-5,0,-132.635,0.5,-0.5,0,0,0,0,0,0
1,11,0,0,1.0,2.1666666666666665,-7,19,21,218.0,0.3333333333333333,0.3333333333333333,-0.4285714285714286,0.16666666666666652,-3,12,18,65.94999999999999,0.0,0.0,0,0,0,0,0,1
1,11,0,1,1.6666666666666667,1.8333333333333333,-1,17,6,84.875,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5,2,5,-4,-198.02499999999998,0.16666666666666666,0.16666666666666663,0,0,0,1,0,1
1,11,0,1,1.3333333333333333,1.3333333333333333,0,9,5,331.525,0.3333333333333333,0.5,0.619047619047619,0.7619047619047619,-1,3,-8,248.98499999999999,-0.16666666666666669,0.33333333333333337,1,0,0,0,0,0
1,11,0,1,2.5,0.8333333333333334,10,2,4,455.35,0.8333333333333334,0.0,0.6666666666666667,0.16666666666666674,3,-1,3,32.22500000000002,0.0,-0.16666666666666666,1,0,0,1,0,0
1,11,0,-1,2.0,1.5,3,8,9,469.875,0.3333333333333333,0.3333333333333333,1.2857142857142856,0.7857142857142857,3,-5,-2,375.495,0.0,0.0,1,0,0,0,0,0
1,11,0,0,2.0,1.0,6,1,2,380.625,0.8333333333333334,0.0,0.2857142857142858,-0.2857142857142858,3,-4,-12,296.36,0.33333333333333337,-0.3333333333333333,1,0,0,0,0,0
1,12,1,0,0.7142857142857143,1.7142857142857142,-7,20,15,187.905,0.14285714285714285,0.5714285714285714,-0.9999999999999999,1.1428571428571428,-15,19,11,-267.44500000000005,-0.5714285714285714,0.42857142857142855,0,0,0,1,0,0
1,12,0,1,2.0,0.5714285714285714,10,3,1,423.125,0.7142857142857143,0.14285714285714285,1.4285714285714286,-1.1428571428571428,18,-14,-15,305.375,0.7142857142857143,-0.5714285714285714,1,0,0,0,1,0
1,12,0,0,1.2857142857142858,0.5714285714285714,5,7,3,152.05,0.42857142857142855,0.2857142857142857,-0.1428571428571428,-0.2857142857142857,1,1,-2,-179.47499999999997,0.0,0.0,0,0,1,1,0,0
1,12,0,0,0.8571428571428571,1.4285714285714286,-4,10,11,94.38,0.2857142857142857,0.5714285714285714,0.5714285714285714,-0.2857142857142856,6,-4,-10,-2.4850000000000136,0.2857142857142857,0.0,0,0,0,0,0,0
1,12,0,0,1.5714285714285714,1.2857142857142858,2,13,21,229.5,0.2857142857142857,0.2857142857142857,-0.7142857142857142,0.7142857142857144,-10,11,19,-151.125,-0.4285714285714286,0.2857142857142857,0,0,0,1,1,0
1,12,0,1,1.1428571428571428,1.2857142857142858,-1,15,10,282.9,0.42857142857142855,0.42857142857142855,0.8571428571428571,-0.571428571428571,10,-4,-11,64.89999999999998,0.42857142857142855,-0.28571428571428575,1,0,0,0,0,0
1,12,0,1,1.7142857142857142,1.2857142857142858,3,4,14,84.265,0.42857142857142855,0.2857142857142857,0.8571428571428571,-0.857142857142857,12,-7,-3,7.25,0.14285714285714285,-0.14285714285714285,0,0,1,0,0,0
1,12,0,-1,0.8571428571428571,1.0,-1,8,13,82.53999999999999,0.2857142857142857,0.2857142857142857,-0.2857142857142857,-0.8571428571428568,4,-8,7,-2.335000000000008,0.14285714285714285,-0.2857142857142857,0,0,0,0,0,0
1,12,0,0,1.5714285714285714,1.0,4,18,7,184.79000000000002,0.42857142857142855,0.2857142857142857,0.1428571428571428,-0.2857142857142858,3,9,-2,-285.085,0.0,-0.14285714285714285,0,1,0,1,0,0
1,12,0,1,0.7142857142857143,0.5714285714285714,1,12,8,206.75,0.42857142857142855,0.42857142857142855,-0.8571428571428571,-0.1428571428571429,-5,7,-4,135.28,-0.14285714285714285,0.2857142857142857,0,0,0,0,0,0
1,12,0,-1,1.5,1.25,2,15,21,229.5,0.25,0.25,0.75,0.375,3,6,8,146.96,-0.17857142857142855,-0.0357142857142857,0,0,0,0,0,0
1,12,1,1,2.25,0.5,14,3,1,423.125,0.75,0.125,0.8214285714285714,-0.7857142857142858,13,-7,-8,-46.75,0.375,-0.25,1,0,0,1,0,0
1,12,0,-1,2.142857142857143,1.1428571428571428,7,16,21,96.86500000000001,0.5714285714285714,0.42857142857142855,1.5714285714285714,-0.5714285714285714,15,-1,14,-87.92500000000001,0.5714285714285714,-0.28571428571428575,0,0,0,0,1,1
1,12,0,-1,2.2857142857142856,0.7142857142857143,11,1,4,455.35,0.8571428571428571,0.0,1.4107142857142856,-1.4107142857142856,21,-12,-13,378.33500000000004,0.6071428571428571,-0.5,1,0,0,0,0,0
1,12,1,0,0.75,1.25,-4,11,11,94.38,0.25,0.5,-0.875,0.25,-9,5,-1,22.909999999999997,-0.25,0.25,0,0,0,0,0,0
1,12,0,1,1.25,0.625,5,7,3,152.05,0.375,0.25,0.5357142857142857,-0.6607142857142858,9,-5,-7,-130.84999999999997,0.23214285714285715,-0.3214285714285714,0,0,1,1,0,1
1,12,0,-1,1.5714285714285714,1.2857142857142858,2,5,5,331.525,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.5714285714285715,2,-3,-3,124.77499999999998,0.2857142857142857,0.14285714285714285,1,0,0,0,0,0
1,12,0,1,0.75,1.625,-7,19,15,187.905,0.125,0.5,-0.75,0.5,-10,15,1,103.64,-0.30357142857142855,0.2142857142857143,0,0,0,0,0,0
1,12,0,1,1.0,0.7142857142857143,2,18,16,117.75,0.42857142857142855,0.14285714285714285,0.5,-1.5357142857142856,16,-2,-5,-100.25,0.42857142857142855,-0.6071428571428572,0,1,1,0,0,0
1,12,0,1,1.7142857142857142,0.8571428571428571,6,2,2,380.625,0.7142857142857143,0.0,0.0,-0.9999999999999997,7,-12,-4,295.75,0.4642857142857143,-0.5,1,0,0,0,0,0
1,12,0,-1,1.5714285714285714,1.5714285714285714,0,14,6,84.875,0.42857142857142855,0.5714285714285714,1.0,-0.7142857142857142,12,-2,-10,-32.875,0.42857142857142855,-0.1785714285714286,0,0,0,0,1,0
1,12,0,0,1.2857142857142858,1.7142857142857142,-3,7,12,71.47,0.2857142857142857,0.42857142857142855,-0.08928571428571419,-0.1607142857142858,1,2,9,-80.58000000000001,0.0,0.14285714285714285,0,0,0,0,0,1
1,12,0,0,1.0,0.5714285714285714,3,10,17,77.015,0.2857142857142857,0.14285714285714285,-0.8888888888888888,0.015873015873015817,-9,9,15,-303.61,-0.3392857142857143,0.14285714285714285,0,0,0,1,1,0
1,12,0,-1,1.75,1.25,4,4,14,84.265,0.5,0.25,0.125,0.625,-4,1,10,-371.08500000000004,-0.125,0.125,0,0,1,1,0,0
1,12,1,1,1.375,0.875,4,15,7,184.79000000000002,0.375,0.25,-0.1964285714285714,-0.9821428571428568,6,-2,-14,-44.70999999999998,0.0892857142857143,-0.4642857142857143,0,1,0,0,0,0
1,12,0,-1,1.625,1.375,2,13,10,282.9,0.5,0.375,0.25,0.75,-4,11,9,-140.22500000000002,-0.2142857142857143,0.0892857142857143,1,0,0,1,0,0
1,12,0,1,1.0,0.75,2,6,8,206.75,0.5,0.375,0.7142857142857143,-0.9642857142857142,12,-12,-13,109.88499999999999,0.5,-0.125,0,0,0,0,0,0
1,12,0,0,1.7142857142857142,1.4285714285714286,2,12,9,469.875,0.2857142857142857,0.42857142857142855,0.9365079365079364,-0.9047619047619044,16,-7,-6,281.97,0.0,-0.28571428571428575,1,0,0,0,0,0
0,12,0,1,1.5,1.375,1,9,5,331.525,0.375,0.5,0.375,-0.875,10,-1,-12,254.51,0.041666666666666685,0.05555555555555558,1,0,0,0,0,0
0,12,1,1,1.625,0.75,7,2,2,380.625,0.75,0.0,0.9583333333333334,-1.583333333333333,22,-18,-19,162.625,0.75,-0.7777777777777778,1,0,0,0,0,0
0,12,0,0,1.375,1.625,-2,16,6,84.875,0.375,0.625,0.5972222222222222,0.7361111111111112,-1,3,-5,-9.504999999999995,0.0,0.25,0,0,0,0,0,0
0,12,0,1,1.0,1.3333333333333333,-3,5,13,82.53999999999999,0.3333333333333333,0.3333333333333333,-0.22222222222222232,0.0,-2,-6,4,-387.33500000000004,0.0,-0.1111111111111111,0,0,0,1,0,0
0,12,0,0,1.0,1.6666666666666667,-6,19,15,187.905,0.2222222222222222,0.4444444444444444,0.25,-0.33333333333333326,4,5,-1,70.155,0.1111111111111111,-0.2222222222222222,0,0,0,0,1,0
0,12,0,1,1.125,1.5,-3,8,12,71.47,0.25,0.375,-0.4305555555555556,0.9444444444444444,-12,5,8,-383.88,-0.41666666666666663,0.2638888888888889,0,0,0,1,0,0
0,12,1,1,2.333333333333333,0.5555555555555556,16,1,1,423.125,0.7777777777777778,0.1111111111111111,1.583333333333333,-1.0694444444444444,23,-11,-6,238.33499999999998,0.6527777777777778,-0.5138888888888888,1,0,0,0,1,1
0,12,0,0,1.3333333333333333,1.3333333333333333,0,17,21,229.5,0.2222222222222222,0.3333333333333333,-0.04166666666666674,-0.5416666666666667,4,10,18,77.44999999999999,-0.02777777777777779,0.08333333333333331,0,0,0,0,0,1
0,12,0,1,2.0,1.25,6,18,21,96.86500000000001,0.5,0.5,1.375,-0.375,14,3,11,-186.03499999999997,0.375,-0.125,0,0,0,1,0,1
0,12,0,1,1.5555555555555556,1.2222222222222223,3,6,14,84.265,0.4444444444444444,0.3333333333333333,0.7777777777777778,0.5555555555555557,2,2,6,-122.485,0.19444444444444442,0.08333333333333331,0,0,1,0,0,0
1,12,0,1,1.0,1.875,-7,20,21,218.0,0.25,0.25,0.0,-0.875,7,1,6,30.095,0.0,-0.375,0,0,0,0,0,0
1,12,0,1,2.125,0.875,10,3,4,455.35,0.75,0.125,1.875,-1.0,23,-12,-17,358.485,0.75,-0.4305555555555556,1,0,0,0,0,0
1,12,1,-1,1.5555555555555556,0.5555555555555556,9,8,3,152.05,0.4444444444444444,0.2222222222222222,0.22222222222222232,-1.0,11,-8,-3,67.17500000000001,0.2222222222222222,-0.33333333333333337,0,0,1,0,0,0
1,12,0,1,1.5555555555555556,1.0,5,14,7,184.79000000000002,0.4444444444444444,0.2222222222222222,0.6666666666666667,0.2222222222222222,4,10,-6,102.25000000000003,-0.05555555555555558,-0.02777777777777779,0,1,0,0,0,0
1,12,0,-1,1.5555555555555556,1.4444444444444444,1,17,10,282.9,0.4444444444444444,0.4444444444444444,0.25555555555555554,0.6444444444444444,-4,11,-2,211.42999999999998,0.0,0.2222222222222222,1,0,0,0,0,0
1,12,0,-1,0.6666666666666666,1.1111111111111112,-4,11,11,94.38,0.2222222222222222,0.4444444444444444,-0.9583333333333334,0.36111111111111116,-11,10,10,-328.745,-0.5277777777777778,0.19444444444444442,0,0,0,1,0,0
1,12,0,1,1.25,0.875,3,12,16,117.75,0.5,0.125,-0.3055555555555556,-0.45833333333333326,1,7,2,33.485,0.125,-0.25,0,1,1,0,0,0
1,12,0,0,1.625,1.375,2,13,9,469.875,0.25,0.375,0.29166666666666674,0.48611111111111116,-2,6,4,138.35000000000002,-0.08333333333333331,0.1527777777777778,1,0,0,1,0,0
1,12,0,0,1.0,0.625,3,10,17,77.015,0.25,0.125,-0.30000000000000004,-0.9750000000000001,6,-8,-4,-152.485,0.0,-0.625,0,0,0,0,0,0
1,12,0,-1,1.2222222222222223,0.6666666666666666,5,9,8,206.75,0.5555555555555556,0.3333333333333333,-0.7777777777777777,0.0,-7,7,6,-173.875,0.0,0.3333333333333333,0,0,0,1,1,0
0,1,0,1,1.4444444444444444,0.7777777777777778,6,10,16,117.75,0.5555555555555556,0.1111111111111111,1.2444444444444445,-1.0222222222222221,22,-6,-5,20.88499999999999,0.5555555555555556,-0.4888888888888889,0,1,1,0,0,0
0,1,0,0,1.6666666666666667,1.4444444444444444,2,13,9,469.875,0.2222222222222222,0.3333333333333333,0.26666666666666683,0.6444444444444444,-4,9,-3,398.405,-0.2777777777777778,0.1333333333333333,1,0,0,0,0,0
0,1,0,0,1.5,0.9,6,11,7,184.79000000000002,0.5,0.2,-0.3999999999999999,0.30000000000000004,-7,9,5,-195.83499999999998,-0.09999999999999998,0.2,0,1,0,1,1,0
0,1,0,-1,2.2222222222222223,0.7777777777777778,13,3,4,455.35,0.7777777777777778,0.1111111111111111,0.6666666666666667,-0.33333333333333337,9,-4,-1,123.82500000000005,0.4777777777777778,-0.0888888888888889,1,0,0,1,0,0
0,1,0,-1,1.1111111111111112,0.7777777777777778,3,12,17,77.015,0.2222222222222222,0.1111111111111111,-0.4444444444444444,0.11111111111111116,-5,11,16,-346.11,-0.5555555555555556,-0.1111111111111111,0,0,0,1,0,0
0,1,0,0,1.2222222222222223,1.7777777777777777,-5,20,21,218.0,0.3333333333333333,0.2222222222222222,-0.07777777777777772,0.37777777777777777,-4,6,15,133.125,0.033333333333333326,-0.2777777777777778,0,0,0,0,0,0
0,1,1,1,1.4,0.6,8,8,3,152.05,0.4,0.3,0.3999999999999999,-2.1777777777777776,24,-11,-12,-35.85499999999999,0.1777777777777778,-0.36666666666666664,0,0,1,0,0,0
0,1,0,1,0.6,1.1,-5,15,11,94.38,0.2,0.5,-0.9555555555555556,-0.5666666666666667,-4,9,-3,10.114999999999995,-0.1333333333333333,0.05555555555555558,0,0,0,0,0,0
0,1,1,0,1.1,0.7,4,9,8,206.75,0.5,0.4,-0.5666666666666667,-1.3,7,-8,-13,-22.75,0.2777777777777778,-0.2666666666666666,0,0,0,0,0,0
0,1,0,1,1.4,1.4,0,18,10,282.9,0.4,0.5,0.5999999999999999,0.5999999999999999,0,13,-3,200.35999999999999,-0.0444444444444444,0.16666666666666669,1,0,0,0,0,0
1,1,0,1,1.6666666666666667,1.3333333333333333,3,5,5,331.525,0.4444444444444444,0.4444444444444444,1.1212121212121213,-0.12121212121212133,13,-5,-11,213.77499999999998,0.34444444444444444,-0.15555555555555556,1,0,0,0,1,0
